uuid,gemini_ok,gemini_error,content_type,content_format,treatment_category,treatment_area,has_treatment_name,has_person,person_type,has_price_info,has_text_overlay,text_overlay_type,professional_score,content_area
1.792496365182877e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,other,5.0,
1.808862750141703e+16,True,,product_cosmetic,qa_format,skin_care,face_overall,True,False,,False,True,treatment_explanation,4.0,
1.801456625006439e+16,True,,other,single_visual,none,none,False,False,,False,False,,4.0,
1.796801514165011e+16,True,,beauty_tips,comparison_ab,skin_care,none,False,False,,False,True,treatment_explanation,4.0,
1.8054369868603868e+16,True,,campaign_price,single_visual,none,none,True,True,lifestyle_model,True,True,price_campaign,5.0,
1.7985596255563612e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,other,5.0,
1.7993923159918774e+16,True,,product_cosmetic,single_visual,skin_care,none,True,False,,False,True,other,4.0,
1.8292335025193384e+16,True,,other,single_visual,none,none,False,False,,False,False,,4.0,
1.8222596593202108e+16,True,,product_cosmetic,single_visual,none,none,True,False,,False,True,other,4.0,
1.8219953230173424e+16,True,,other,single_visual,none,none,False,False,,False,False,,3.0,
1.7915618639799054e+16,True,,wellness_other,single_visual,none,none,False,True,lifestyle_model,False,True,other,4.0,
1.7999635351669564e+16,True,,product_cosmetic,single_visual,none,none,True,False,,False,True,treatment_explanation,4.0,
1.7953978397376812e+16,True,,staff_facility,single_visual,none,none,False,False,,False,False,,3.0,
1.7917785038700466e+16,True,,wellness_other,single_visual,none,none,False,False,,False,True,other,4.0,
1.7979199955085912e+16,True,,beauty_tips,single_visual,none,none,True,False,,False,True,other,4.0,
1.7970478112196652e+16,True,,wellness_other,single_visual,skin_care,body,False,True,lifestyle_model,False,False,,4.0,
1.8185875000215508e+16,True,,other,single_visual,none,none,False,False,,False,False,,5.0,
1.785646040383824e+16,True,,other,single_visual,none,none,False,False,,False,False,,5.0,
1.802412862710847e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,other,4.0,
1.8045636670503484e+16,True,,other,single_visual,none,none,False,False,,False,True,other,4.0,
1.802049264777153e+16,True,,product_cosmetic,single_visual,skin_care,skin_texture,True,False,,False,True,other,4.0,
1.7884163048984696e+16,True,,wellness_other,single_visual,none,none,False,False,,False,True,other,4.0,
1.7983889750411212e+16,True,,campaign_price,single_visual,skin_care,body,False,False,,True,True,price_campaign,4.0,
1.80092087988682e+16,True,,multi_treatment_summary,single_visual,lifting_hifu,face_overall,False,True,patient_result,False,True,treatment_explanation,5.0,
1.7976926149862958e+16,True,,other,single_visual,none,none,False,True,lifestyle_model,False,False,,3.0,
1.7961723148921842e+16,True,,wellness_other,single_visual,none,none,False,True,lifestyle_model,False,True,other,4.0,
1.8048971794504464e+16,True,,product_cosmetic,single_visual,none,none,True,False,,False,True,other,5.0,
1.8171738370241656e+16,True,,product_cosmetic,single_visual,none,none,True,True,staff,False,True,treatment_explanation,4.0,
1.7976260369364146e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,other,4.0,
1.833597061601141e+16,True,,other,single_visual,none,none,False,False,,False,True,other,4.0,
1.8004971530286986e+16,True,,other,single_visual,none,none,False,False,,False,True,other,4.0,
1.8084575095393656e+16,True,,campaign_price,single_visual,none,none,False,False,,False,True,price_campaign,4.0,
1.7930453015781814e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,other,5.0,
1.7939711399734644e+16,True,,other,single_visual,none,none,False,False,,False,False,,3.0,
1.815608862730862e+16,True,,other,single_visual,none,none,False,False,,False,True,other,4.0,
1.8017092721115444e+16,True,,campaign_price,single_visual,wellness_other,none,True,False,,False,True,price_campaign,4.0,
1.8277416172114104e+16,True,,other,single_visual,none,none,False,False,,False,True,other,5.0,
1.7879516804719898e+16,True,,product_cosmetic,single_visual,none,none,True,False,,False,True,treatment_explanation,4.0,
1.8104727187346148e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,other,5.0,
1.787405560469534e+16,True,,product_cosmetic,single_visual,none,none,False,True,lifestyle_model,False,True,treatment_explanation,5.0,
1.7904537398722852e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,treatment_explanation,5.0,
1.8002463124767784e+16,True,,other,single_visual,none,none,False,False,,False,True,other,5.0,
1.826657911620755e+16,True,,campaign_price,single_visual,none,none,False,True,lifestyle_model,False,True,price_campaign,4.0,
1.7987547173476322e+16,True,,campaign_price,single_visual,none,none,False,False,,True,True,price_campaign,4.0,
1.7997319733385344e+16,True,,other,single_visual,none,none,False,False,,False,True,other,5.0,
1.8241853452215616e+16,True,,wellness_other,single_visual,none,none,False,False,,True,True,price_campaign,4.0,
1.7968531432735936e+16,True,,wellness_other,single_visual,none,none,False,False,,False,True,other,4.0,
1.7949285470062788e+16,True,,wellness_other,single_visual,none,none,False,False,,False,True,other,5.0,
1.7960273692757214e+16,True,,other,single_visual,none,none,False,False,,False,False,,5.0,
1.797983384567988e+16,True,,product_cosmetic,single_visual,skin_care,none,False,False,,False,True,price_campaign,4.0,
1.790852673880456e+16,True,,campaign_price,single_visual,none,none,False,False,,True,True,price_campaign,5.0,
1.7857818776714244e+16,True,,single_treatment_intro,single_visual,skin_care,skin_texture,False,True,patient_result,False,True,treatment_explanation,3.0,
1.813604095347167e+16,True,,campaign_price,single_visual,none,none,False,False,,True,True,price_campaign,5.0,
1.8403449685025144e+16,True,,campaign_price,single_visual,none,none,False,False,,False,True,price_campaign,3.0,
1.7967112354946304e+16,True,,other,single_visual,none,none,False,False,,False,True,other,4.0,
1.8018627916931844e+16,True,,product_cosmetic,single_visual,none,none,False,True,lifestyle_model,False,True,other,4.0,
1.8010071743303256e+16,True,,beauty_tips,single_visual,none,none,False,True,staff,False,True,other,4.0,
1.800574744738482e+16,True,,wellness_other,single_visual,none,none,False,True,lifestyle_model,False,True,other,5.0,
1.798257428936504e+16,True,,other,single_visual,none,none,False,False,,False,True,other,5.0,
1.821820195021683e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,other,4.0,
1.7941999913257518e+16,True,,product_cosmetic,single_visual,none,none,False,True,staff,False,True,other,5.0,
1.7890594040735448e+16,True,,wellness_other,single_visual,none,none,False,False,,False,True,other,4.0,
1.818679501926347e+16,True,,other,other,none,none,False,True,staff,False,True,other,4.0,
1.808188782437144e+16,True,,product_cosmetic,single_visual,none,none,False,True,lifestyle_model,False,True,other,4.0,
1.8006282179483404e+16,True,,campaign_price,single_visual,none,none,False,False,,False,True,price_campaign,4.0,
1.80150746810944e+16,True,,other,single_visual,none,none,False,False,,False,True,other,4.0,
1.8351100795062548e+16,True,,campaign_price,single_visual,none,none,False,False,,False,True,price_campaign,5.0,
1.80443605813541e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,other,5.0,
1.7964222269547052e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,other,5.0,
1.7979892156897382e+16,True,,wellness_other,single_visual,none,none,False,False,,False,True,other,4.0,
1.7958862138958844e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,other,5.0,
1.80374249565974e+16,True,,other,single_visual,none,none,False,False,,False,False,,5.0,
1.7857298847574124e+16,True,,campaign_price,single_visual,none,none,True,False,,False,True,price_campaign,4.0,
1.8360148711027224e+16,True,,product_cosmetic,single_visual,none,none,True,False,,False,True,treatment_explanation,5.0,
1.821307691522843e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,other,4.0,
1.7966552164837572e+16,True,,product_cosmetic,single_visual,skin_care,none,True,False,,False,True,treatment_explanation,5.0,
1.7975500682262512e+16,True,,campaign_price,single_visual,none,none,False,False,,False,True,price_campaign,5.0,
1.8396485923032784e+16,True,,product_cosmetic,single_visual,none,none,True,False,,False,True,other,5.0,
1.802641758479809e+16,True,,beauty_tips,qa_format,none,hair,True,False,,False,True,other,5.0,
1.8022030657788108e+16,True,,product_cosmetic,single_visual,none,none,False,True,lifestyle_model,False,True,treatment_explanation,5.0,
1.7891805242863172e+16,True,,product_cosmetic,comparison_ab,none,hair,True,False,,False,True,treatment_explanation,4.0,
1.802332778891979e+16,True,,wellness_other,single_visual,none,none,False,True,lifestyle_model,False,False,,4.0,
1.822414552030132e+16,True,,product_cosmetic,qa_format,none,none,True,False,,False,True,treatment_explanation,4.0,
1.7966964599473168e+16,True,,other,single_visual,none,none,False,False,,False,False,,4.0,
1.7965825211282428e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,price_campaign,5.0,
1.826451334316701e+16,True,,campaign_price,single_visual,none,none,False,False,,False,True,price_campaign,5.0,
1.7983043350743676e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,treatment_explanation,4.0,
1.7974438420943492e+16,True,,product_cosmetic,single_visual,skin_care,none,True,False,,False,True,treatment_explanation,5.0,
1.7984801293886524e+16,True,,product_cosmetic,comparison_ab,skin_care,none,True,True,lifestyle_model,False,True,other,5.0,
1.7929173689530096e+16,True,,product_cosmetic,single_visual,skin_care,eye_area,True,False,,False,True,treatment_explanation,5.0,
1.825718956922595e+16,True,,other,single_visual,none,none,False,False,,False,True,other,3.0,
1.8010698466481348e+16,True,,product_cosmetic,single_visual,none,none,True,False,,False,True,other,5.0,
1.805500140538197e+16,True,,campaign_price,single_visual,skin_care,none,True,False,,False,True,price_campaign,5.0,
1.8007397177031652e+16,True,,wellness_other,single_visual,none,none,False,True,lifestyle_model,False,False,,3.0,
1.810677844656697e+16,True,,product_cosmetic,single_visual,skin_care,face_overall,True,False,,False,True,price_campaign,5.0,
1.7957570182683102e+16,True,,product_cosmetic,single_visual,skin_care,face_overall,True,False,,False,True,treatment_explanation,5.0,
1.8202220116154064e+16,True,,product_cosmetic,single_visual,skin_care,face_overall,True,False,,False,True,treatment_explanation,5.0,
1.7951047025125848e+16,True,,product_cosmetic,single_visual,skin_care,none,True,False,,False,True,treatment_explanation,5.0,
1.8044555230361504e+16,True,,product_cosmetic,single_visual,skin_care,none,True,False,,False,True,treatment_explanation,5.0,
1.7980924366641844e+16,True,,product_cosmetic,single_visual,none,none,True,False,,False,True,other,5.0,
1.7958518327254512e+16,True,,product_cosmetic,single_visual,none,none,False,True,lifestyle_model,False,True,beauty_tips,4.0,
1.818618930430276e+16,True,,product_cosmetic,comparison_ab,none,hair,True,True,lifestyle_model,False,True,treatment_explanation,5.0,
1.7964428113926568e+16,True,,product_cosmetic,single_visual,none,none,True,False,,False,True,treatment_explanation,5.0,
1.785207192302066e+16,True,,product_cosmetic,ranking_list,none,hair,True,False,,False,True,beauty_tips,5.0,
1.7988800582126576e+16,True,,product_cosmetic,single_visual,none,eye_area,False,True,patient_result,False,True,treatment_explanation,4.0,
1.7893629035929648e+16,True,,product_cosmetic,single_visual,skin_care,none,True,False,,False,True,treatment_explanation,5.0,
1.8148083298261944e+16,True,,beauty_tips,single_visual,skin_care,skin_texture,False,False,,False,True,treatment_explanation,5.0,
1.7947188929456056e+16,True,,product_cosmetic,single_visual,none,body,True,False,,False,True,treatment_explanation,4.0,
1.7982596962492162e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,treatment_explanation,4.0,
1.785845879684738e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,other,5.0,
1.7996472829496784e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,other,4.0,
1.832371405900261e+16,True,,product_cosmetic,single_visual,skin_care,none,True,False,,False,True,other,4.0,
1.7955854072738052e+16,True,,wellness_other,single_visual,none,none,False,False,,False,False,,4.0,
1.802976065571337e+16,True,,campaign_price,comparison_ab,none,none,False,False,,False,True,price_campaign,4.0,
1.7858454173722368e+16,True,,product_cosmetic,single_visual,none,other,True,False,,False,True,treatment_explanation,4.0,
1.7908994123394128e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,other,5.0,
1.7985073594931732e+16,True,,beauty_tips,single_visual,skin_care,skin_texture,False,True,lifestyle_model,False,True,treatment_explanation,5.0,
1.7923117682191332e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,other,5.0,
1.7953381163164496e+16,True,,wellness_other,single_visual,none,none,False,False,,False,True,other,4.0,
1.7927001908464404e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,other,4.0,
1.7943512120129736e+16,True,,product_cosmetic,single_visual,none,body,False,False,,False,True,treatment_explanation,5.0,
1.803166335457925e+16,True,,campaign_price,single_visual,none,none,False,False,,False,True,price_campaign,5.0,
1.8238201654244844e+16,True,,product_cosmetic,single_visual,skin_care,none,False,False,,False,True,other,5.0,
1.812679228630909e+16,True,,product_cosmetic,single_visual,skin_care,none,True,True,lifestyle_model,False,True,treatment_explanation,4.0,
1.806594811343227e+16,True,,wellness_other,ranking_list,none,none,False,True,lifestyle_model,False,True,other,5.0,
1.8022439104887576e+16,True,,campaign_price,single_visual,none,none,False,False,,True,True,price_campaign,4.0,
1.838006234505927e+16,True,,other,single_visual,none,none,False,False,,False,False,,4.0,
1.8289413838179964e+16,True,,product_cosmetic,single_visual,skin_care,skin_texture,True,True,lifestyle_model,False,True,treatment_explanation,5.0,
1.8083427685327096e+16,True,,product_cosmetic,single_visual,none,none,True,False,,False,True,other,5.0,
1.7924643215393808e+16,True,,product_cosmetic,single_visual,skin_care,skin_texture,True,False,,False,True,treatment_explanation,5.0,
1.801437548290319e+16,True,,other,single_visual,none,none,False,False,,False,False,,4.0,
1.799080987153352e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,other,5.0,
1.7850842703102132e+16,True,,other,single_visual,none,none,False,False,,False,False,,3.0,
1.7998805969707976e+16,True,,campaign_price,single_visual,none,none,True,False,,False,True,price_campaign,5.0,
1.7956814011722154e+16,True,,product_cosmetic,single_visual,skin_care,none,True,True,lifestyle_model,False,True,treatment_explanation,5.0,
1.7962126384971696e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,treatment_explanation,5.0,
1.809414757381549e+16,True,,campaign_price,single_visual,none,none,False,False,,False,True,price_campaign,5.0,
1.800454268022254e+16,True,,product_cosmetic,single_visual,skin_care,skin_texture,True,False,,False,True,result_data,5.0,
1.8016497847482704e+16,True,,product_cosmetic,single_visual,skin_care,none,True,False,,False,True,treatment_explanation,5.0,
1.7910640751651216e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,False,,5.0,
1.7935984601157154e+16,True,,product_cosmetic,single_visual,none,none,True,False,,False,True,treatment_explanation,5.0,
1.7938978228897154e+16,True,,product_cosmetic,single_visual,none,none,False,True,lifestyle_model,False,True,other,5.0,
1.788436515294257e+16,True,,product_cosmetic,single_visual,none,hair,False,True,lifestyle_model,False,True,other,5.0,
1.7990690039283816e+16,True,,wellness_other,single_visual,none,none,False,False,,False,True,other,4.0,
1.8305572930177164e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,treatment_explanation,4.0,
1.8039140245615844e+16,True,,product_cosmetic,single_visual,skin_care,face_overall,True,True,lifestyle_model,False,True,other,5.0,
1.79840988984564e+16,True,,product_cosmetic,single_visual,none,none,True,False,,False,True,treatment_explanation,5.0,
1.803897101271523e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,other,4.0,
1.8012569236976548e+16,True,,campaign_price,single_visual,none,none,False,False,,False,True,price_campaign,5.0,
1.7978374877646636e+16,True,,campaign_price,single_visual,none,none,False,False,,False,True,price_campaign,4.0,
1.803299949166293e+16,True,,wellness_other,single_visual,none,none,False,False,,False,True,other,4.0,
1.7992562531366848e+16,True,,product_cosmetic,single_visual,skin_care,face_overall,True,False,,False,True,treatment_explanation,4.0,
1.803405664067389e+16,True,,wellness_other,single_visual,none,none,False,False,,False,True,other,3.0,
1.801730974408446e+16,True,,product_cosmetic,single_visual,none,none,True,False,,False,True,other,5.0,
1.8017785547027284e+16,True,,product_cosmetic,single_visual,none,none,True,False,,False,True,treatment_explanation,5.0,
1.7949652762977636e+16,True,,product_cosmetic,single_visual,none,none,False,True,other,False,True,other,4.0,
1.799395225738204e+16,True,,product_cosmetic,single_visual,none,none,False,True,other,False,True,treatment_explanation,3.0,
1.7871069063061576e+16,True,,product_cosmetic,single_visual,skin_care,skin_texture,True,False,,False,True,treatment_explanation,4.0,
1.816309954921321e+16,True,,product_cosmetic,single_visual,skin_care,face_overall,True,False,,False,True,treatment_explanation,5.0,
1.8044270338706816e+16,True,,other,single_visual,none,none,False,True,other,False,True,other,3.0,
1.7908426673494876e+16,True,,product_cosmetic,single_visual,skin_care,none,True,False,,False,True,treatment_explanation,4.0,
1.83986486800384e+16,True,,other,single_visual,none,none,False,False,,False,False,,5.0,
1.7907499412481634e+16,True,,product_cosmetic,single_visual,none,none,False,True,lifestyle_model,False,True,treatment_explanation,3.0,
1.7949049729795432e+16,True,,product_cosmetic,single_visual,skin_care,eye_area,True,False,,False,True,treatment_explanation,5.0,
1.7842932236860652e+16,True,,product_cosmetic,single_visual,skin_care,none,True,False,,False,True,treatment_explanation,5.0,
1.8227377552141776e+16,True,,product_cosmetic,single_visual,skin_care,none,True,False,,False,True,treatment_explanation,5.0,
1.8173390005224708e+16,True,,product_cosmetic,single_visual,none,none,True,False,,False,True,treatment_explanation,4.0,
1.7861055434825324e+16,True,,product_cosmetic,single_visual,skin_care,none,True,False,,False,True,treatment_explanation,5.0,
1.80443878815272e+16,True,,product_cosmetic,single_visual,none,none,False,True,lifestyle_model,False,True,other,5.0,
1.796472775364302e+16,True,,product_cosmetic,single_visual,skin_care,skin_texture,True,False,,False,True,treatment_explanation,5.0,
1.8216433000155784e+16,True,,product_cosmetic,single_visual,skin_care,none,True,False,,False,True,other,5.0,
1.802183776700325e+16,True,,beauty_tips,single_visual,none,none,False,True,lifestyle_model,False,True,treatment_explanation,4.0,
1.81027583447181e+16,True,,campaign_price,single_visual,none,none,False,False,,False,True,price_campaign,5.0,
1.7992051958615968e+16,True,,wellness_other,single_visual,none,none,False,True,lifestyle_model,False,True,other,4.0,
1.7962268573717676e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,result_data,4.0,
1.808976027442055e+16,True,,beauty_tips,single_visual,skin_care,none,False,False,,False,True,treatment_explanation,4.0,
1.7857479236856712e+16,True,,other,single_visual,none,none,False,False,,False,False,,4.0,
1.805036781145472e+16,True,,product_cosmetic,single_visual,skin_care,skin_texture,True,False,,False,True,treatment_explanation,4.0,
1.8005094679952352e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,treatment_explanation,5.0,
1.7896158761880256e+16,True,,campaign_price,single_visual,none,none,False,False,,False,True,price_campaign,4.0,
1.7946994753985608e+16,True,,product_cosmetic,single_visual,skin_care,none,True,False,,False,True,treatment_explanation,5.0,
1.813943719931806e+16,True,,product_cosmetic,single_visual,none,none,True,False,,False,True,treatment_explanation,4.0,
1.8242180569209256e+16,True,,other,single_visual,none,none,False,False,,False,False,,4.0,
1.800963827636358e+16,True,,product_cosmetic,single_visual,none,none,False,True,lifestyle_model,False,False,,3.0,
1.7977514576679028e+16,True,,wellness_other,single_visual,none,none,False,True,doctor,False,False,,4.0,
1.8390847933063256e+16,True,,product_cosmetic,qa_format,none,hair,True,False,,False,True,treatment_explanation,4.0,
1.7860118573906738e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,treatment_explanation,5.0,
1.7964220925052518e+16,True,,product_cosmetic,single_visual,skin_care,face_overall,True,True,lifestyle_model,False,True,treatment_explanation,4.0,
1.8582327067010384e+16,True,,single_treatment_intro,single_visual,eye_nose,nose,True,True,patient_result,True,True,treatment_explanation,4.0,
1.7871952056606972e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,other,5.0,
1.8053438417687224e+16,True,,campaign_price,single_visual,none,none,False,False,,True,True,price_campaign,4.0,
1.811588373761339e+16,True,,product_cosmetic,single_visual,none,none,True,False,,False,True,price_campaign,5.0,
1.7879913026856964e+16,True,,campaign_price,single_visual,skin_care,face_overall,True,False,,False,True,price_campaign,4.0,
1.8090413216019856e+16,True,,campaign_price,single_visual,none,none,False,False,,False,True,price_campaign,4.0,
1.8532590718066016e+16,True,,beauty_tips,single_visual,none,hair,False,True,lifestyle_model,False,True,other,5.0,
1.796860090063592e+16,True,,product_cosmetic,comparison_ab,none,none,False,False,,False,True,treatment_explanation,5.0,
1.7996172581241688e+16,True,,product_cosmetic,single_visual,none,none,True,False,,False,True,treatment_explanation,4.0,
1.8012377944470932e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,treatment_explanation,4.0,
1.8003528437176148e+16,True,,wellness_other,single_visual,none,none,False,False,,False,True,other,5.0,
1.8175646857173628e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,treatment_explanation,5.0,
1.7993571452868454e+16,True,,product_cosmetic,single_visual,none,hair,True,False,,False,True,price_campaign,4.0,
1.7992201675649332e+16,True,,product_cosmetic,single_visual,none,none,True,False,,False,True,treatment_explanation,5.0,
1.819472483516275e+16,True,,beauty_tips,single_visual,none,none,False,False,,False,True,other,4.0,
1.832863185705911e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,treatment_explanation,5.0,
1.7978395315790878e+16,True,,product_cosmetic,single_visual,none,hair,False,False,,False,True,other,4.0,
1.79233967183094e+16,True,,beauty_tips,single_visual,skin_care,none,False,True,lifestyle_model,False,True,treatment_explanation,5.0,
1.7975665804909584e+16,True,,wellness_other,single_visual,none,none,False,False,,False,True,other,4.0,
1.7922025187419072e+16,True,,product_cosmetic,single_visual,none,hair,False,False,,False,True,other,4.0,
1.7959681630863312e+16,True,,product_cosmetic,other,none,none,False,True,lifestyle_model,False,True,price_campaign,4.0,
1.7969124697634522e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,other,4.0,
1.823609330824781e+16,True,,other,single_visual,none,none,False,False,,False,False,,4.0,
1.807065445153856e+16,True,,campaign_price,single_visual,none,hair,False,False,,False,True,price_campaign,5.0,
1.7973772499221728e+16,True,,product_cosmetic,single_visual,none,none,True,False,,False,True,other,3.0,
1.8040374967729104e+16,True,,product_cosmetic,single_visual,none,none,False,True,lifestyle_model,False,True,other,5.0,
1.7955626125916504e+16,True,,beauty_tips,single_visual,none,hair,True,False,,False,True,other,4.0,
1.7893896768463632e+16,True,,single_treatment_intro,before_after_split,eye_nose,nose,True,True,patient_result,True,True,treatment_explanation,4.0,
1.8011530357879402e+16,True,,product_cosmetic,single_visual,skin_care,face_overall,False,False,,False,True,treatment_explanation,4.0,
1.812189909732256e+16,True,,product_cosmetic,single_visual,none,skin_texture,True,False,,False,True,treatment_explanation,3.0,
1.801147861072014e+16,True,,product_cosmetic,single_visual,skin_care,face_overall,True,False,,False,True,other,3.0,
1.7974679474269746e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,other,3.0,
1.800207288169558e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,other,4.0,
1.829549639511023e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,other,3.0,
1.8041549480218296e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,other,5.0,
1.7950549025563504e+16,True,,product_cosmetic,single_visual,none,none,True,False,,False,True,other,2.0,
1.834088671915776e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,other,5.0,
1.7868088578613358e+16,True,,single_treatment_intro,single_visual,skin_care,none,False,True,doctor,False,True,treatment_explanation,4.0,
1.8086722618782028e+16,True,,product_cosmetic,single_visual,none,hair,True,False,,False,True,other,5.0,
1.810349667804996e+16,True,,single_treatment_intro,single_visual,skin_care,skin_texture,False,True,doctor,False,True,treatment_explanation,4.0,
1.7873966702735296e+16,True,,product_cosmetic,single_visual,skin_care,skin_texture,True,False,,True,True,treatment_explanation,4.0,
1.809434468290641e+16,True,,single_treatment_intro,before_after_split,eye_nose,eye_area,True,True,patient_result,True,True,treatment_explanation,4.0,
1.813759129953527e+16,True,,staff_facility,single_visual,none,none,False,True,doctor,False,True,other,5.0,
1.7966525996356026e+16,True,,campaign_price,single_visual,none,none,False,True,lifestyle_model,False,True,price_campaign,4.0,
1.8018705290665468e+16,True,,single_treatment_intro,before_after_split,lifting_hifu,face_overall,True,True,patient_result,True,True,treatment_explanation,4.0,
1.7967383795371052e+16,True,,product_cosmetic,single_visual,skin_care,face_overall,True,False,,False,True,treatment_explanation,3.0,
1.806326788768647e+16,True,,single_treatment_intro,before_after_split,lifting_hifu,face_overall,True,True,patient_result,True,True,treatment_explanation,4.0,
1.809451675091373e+16,True,,single_treatment_intro,before_after_split,body_slimming,face_overall,True,True,patient_result,True,True,treatment_explanation,4.0,
1.796738183336495e+16,True,,product_cosmetic,single_visual,skin_care,none,False,False,,False,True,other,3.0,
1.79232646561051e+16,True,,beauty_tips,single_visual,none,hair,False,True,staff,False,True,other,5.0,
1.788521529930388e+16,True,,product_cosmetic,single_visual,none,none,False,True,lifestyle_model,False,True,other,4.0,
1.8133255309480776e+16,True,,single_treatment_intro,single_visual,eye_nose,eye_area,False,True,doctor,False,True,treatment_explanation,4.0,
1.799109550376108e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,other,5.0,
1.8292241215050268e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,other,5.0,
1.8001205042368544e+16,True,,product_cosmetic,single_visual,none,hair,True,False,,False,True,treatment_explanation,5.0,
1.7987270533970678e+16,True,,product_cosmetic,ranking_list,none,hair,True,False,,False,True,treatment_explanation,4.0,
1.7973059548614504e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,other,5.0,
1.7966445688879676e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,other,4.0,
1.7951844718838304e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,other,5.0,
1.8023309359478508e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,False,,4.0,
1.7913547223460872e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,other,4.0,
1.7986656016679284e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,other,4.0,
1.838004055600788e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,other,5.0,
1.799605382938905e+16,True,,wellness_other,single_visual,none,none,False,False,,False,True,other,4.0,
1.8040002511393904e+16,True,,other,single_visual,none,none,False,False,,False,True,other,5.0,
1.8009756815789184e+16,True,,campaign_price,single_visual,none,none,False,False,,False,True,price_campaign,5.0,
1.7856326160268464e+16,True,,campaign_price,single_visual,none,none,False,False,,False,True,price_campaign,4.0,
1.8017314732831104e+16,True,,product_cosmetic,single_visual,none,none,False,True,lifestyle_model,False,True,other,5.0,
1.795242684508194e+16,True,,campaign_price,single_visual,none,none,True,False,,True,True,price_campaign,4.0,
1.801139597016476e+16,True,,product_cosmetic,single_visual,none,hair,True,False,,False,True,treatment_explanation,4.0,
1.822105032725188e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,other,4.0,
1.80167431366512e+16,True,,product_cosmetic,single_visual,none,hair,True,False,,False,True,treatment_explanation,4.0,
1.7967774725450864e+16,True,,product_cosmetic,single_visual,none,none,False,True,lifestyle_model,False,True,other,5.0,
1.796038424343819e+16,True,,campaign_price,single_visual,none,none,True,False,,False,True,price_campaign,4.0,
1.820839017421905e+16,True,,product_cosmetic,ranking_list,none,none,False,False,,False,True,other,5.0,
1.7990843720420708e+16,True,,beauty_tips,single_visual,none,hair,False,False,,False,True,other,4.0,
1.8002647483942348e+16,True,,campaign_price,single_visual,none,hair,True,False,,False,True,price_campaign,5.0,
1.794816281972762e+16,True,,beauty_tips,single_visual,none,none,False,True,lifestyle_model,False,True,other,4.0,
1.7851014642090552e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,other,4.0,
1.800226980235988e+16,True,,product_cosmetic,comparison_ab,none,hair,True,True,lifestyle_model,False,True,treatment_explanation,4.0,
1.822633261008453e+16,True,,product_cosmetic,single_visual,none,none,False,False,,False,True,other,4.0,
